,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,spread
14423,0,721100,STARFRUIT,5062,27,,,,,5069,27,,,,,5065.5,0.0,7
14425,0,721200,STARFRUIT,5062,29,,,,,5069,29,,,,,5065.5,0.0,7
14426,0,721300,STARFRUIT,5062,1,5061.0,22.0,,,5068,1,5069.0,22.0,,,5065.0,0.0,6
14429,0,721400,STARFRUIT,5061,28,,,,,5068,28,,,,,5064.5,0.0,7
14431,0,721500,STARFRUIT,5062,5,5061.0,22.0,,,5068,22,,,,,5065.0,0.0,6
14433,0,721600,STARFRUIT,5061,25,,,,,5068,25,,,,,5064.5,0.0,7
14434,0,721700,STARFRUIT,5062,22,,,,,5069,22,,,,,5065.5,0.0,7
14437,0,721800,STARFRUIT,5062,26,,,,,5069,26,,,,,5065.5,0.0,7
14439,0,721900,STARFRUIT,5067,1,5062.0,1.0,5061.0,20.0,5068,1,5069.0,20.0,,,5067.5,0.0,1
14441,0,722000,STARFRUIT,5062,30,,,,,5069,30,,,,,5065.5,0.0,7
14442,0,722100,STARFRUIT,5062,23,,,,,5069,23,,,,,5065.5,0.0,7
14445,0,722200,STARFRUIT,5063,22,,,,,5068,7,5070.0,22.0,,,5065.5,0.0,5
14447,0,722300,STARFRUIT,5063,29,,,,,5068,8,5070.0,29.0,,,5065.5,0.0,5
14449,0,722400,STARFRUIT,5064,5,5063.0,23.0,,,5065,2,5070.0,2.0,5071.0,23.0,5064.5,0.0,1
14450,0,722500,STARFRUIT,5063,32,,,,,5070,32,,,,,5066.5,0.0,7
14453,0,722600,STARFRUIT,5063,22,,,,,5070,22,,,,,5066.5,0.0,7
14455,0,722700,STARFRUIT,5063,31,,,,,5068,3,5070.0,31.0,,,5065.5,0.0,5
14457,0,722800,STARFRUIT,5063,28,,,,,5065,2,5070.0,28.0,,,5064.0,0.0,2
14458,0,722900,STARFRUIT,5063,24,,,,,5070,24,,,,,5066.5,0.0,7
14460,0,723000,STARFRUIT,5063,1,5062.0,20.0,,,5069,21,,,,,5066.0,0.0,6
14463,0,723100,STARFRUIT,5063,29,,,,,5070,29,,,,,5066.5,0.0,7
14464,0,723200,STARFRUIT,5063,30,,,,,5068,5,5070.0,30.0,,,5065.5,0.0,5
14466,0,723300,STARFRUIT,5063,27,,,,,5069,2,5070.0,25.0,,,5066.0,0.0,6
14468,0,723400,STARFRUIT,5068,1,5063.0,22.0,,,5069,1,5070.0,21.0,,,5068.5,0.0,1
14471,0,723500,STARFRUIT,5062,25,,,,,5069,26,,,,,5065.5,0.0,7
14472,0,723600,STARFRUIT,5066,3,5062.0,28.0,,,5069,28,,,,,5067.5,0.0,3
14474,0,723700,STARFRUIT,5062,29,,,,,5069,29,,,,,5065.5,0.0,7
14476,0,723800,STARFRUIT,5062,30,,,,,5069,30,,,,,5065.5,0.0,7
14479,0,723900,STARFRUIT,5062,9,5061.0,24.0,,,5068,2,5069.0,24.0,,,5065.0,0.0,6
14480,0,724000,STARFRUIT,5062,23,,,,,5069,23,,,,,5065.5,0.0,7
14482,0,724100,STARFRUIT,5063,1,5062.0,27.0,,,5068,1,5069.0,26.0,,,5065.5,0.0,5
14484,0,724200,STARFRUIT,5062,24,,,,,5069,24,,,,,5065.5,0.0,7
14487,0,724300,STARFRUIT,5064,2,5061.0,27.0,,,5068,27,,,,,5066.0,0.0,4
14488,0,724400,STARFRUIT,5061,30,,,,,5066,4,5068.0,30.0,,,5063.5,0.0,5
14490,0,724500,STARFRUIT,5061,29,,,,,5068,29,,,,,5064.5,0.0,7
14492,0,724600,STARFRUIT,5061,2,5060.0,27.0,,,5067,2,5068.0,27.0,,,5064.0,0.0,6
14495,0,724700,STARFRUIT,5061,21,,,,,5068,22,,,,,5064.5,0.0,7
14496,0,724800,STARFRUIT,5060,22,,,,,5067,22,,,,,5063.5,0.0,7
14498,0,724900,STARFRUIT,5060,26,,,,,5067,26,,,,,5063.5,0.0,7
14500,0,725000,STARFRUIT,5060,27,,,,,5067,27,,,,,5063.5,0.0,7
14503,0,725100,STARFRUIT,5060,22,,,,,5067,22,,,,,5063.5,0.0,7
14504,0,725200,STARFRUIT,5060,21,,,,,5067,21,,,,,5063.5,0.0,7
14507,0,725300,STARFRUIT,5061,28,,,,,5068,28,,,,,5064.5,0.0,7
14509,0,725400,STARFRUIT,5062,6,5061.0,27.0,,,5068,27,,,,,5065.0,0.0,6
14511,0,725500,STARFRUIT,5063,2,5062.0,26.0,,,5069,26,,,,,5066.0,0.0,6
14512,0,725600,STARFRUIT,5062,26,,,,,5068,2,5069.0,24.0,,,5065.0,0.0,6
14515,0,725700,STARFRUIT,5062,4,5061.0,22.0,,,5068,23,,,,,5065.0,0.0,6
14517,0,725800,STARFRUIT,5061,26,,,,,5068,26,,,,,5064.5,0.0,7
14519,0,725900,STARFRUIT,5061,30,,,,,5062,1,5066.0,4.0,5068.0,30.0,5061.5,0.0,1
14520,0,726000,STARFRUIT,5061,30,,,,,5066,3,5068.0,30.0,,,5063.5,0.0,5
14523,0,726100,STARFRUIT,5062,5,5061.0,30.0,,,5068,30,,,,,5065.0,0.0,6
14525,0,726200,STARFRUIT,5061,28,,,,,5068,28,,,,,5064.5,0.0,7
14527,0,726300,STARFRUIT,5061,26,,,,,5067,1,5068.0,25.0,,,5064.0,0.0,6
14528,0,726400,STARFRUIT,5066,1,5065.0,2.0,5062.0,2.0,5068,23,,,,,5067.0,0.0,2
14531,0,726500,STARFRUIT,5061,1,5060.0,23.0,,,5067,1,5068.0,23.0,,,5064.0,0.0,6
14533,0,726600,STARFRUIT,5061,20,,,,,5068,20,,,,,5064.5,0.0,7
14535,0,726700,STARFRUIT,5061,2,5060.0,30.0,,,5067,2,5068.0,30.0,,,5064.0,0.0,6
14536,0,726800,STARFRUIT,5061,30,,,,,5068,30,,,,,5064.5,0.0,7
14539,0,726900,STARFRUIT,5060,24,,,,,5067,24,,,,,5063.5,0.0,7
14541,0,727000,STARFRUIT,5063,5,5060.0,23.0,,,5067,23,,,,,5065.0,0.0,4
14543,0,727100,STARFRUIT,5060,29,,,,,5061,2,5065.0,2.0,5067.0,29.0,5060.5,0.0,1
14544,0,727200,STARFRUIT,5060,2,5059.0,27.0,,,5066,28,,,,,5063.0,0.0,6
14547,0,727300,STARFRUIT,5064,3,5060.0,2.0,5059.0,29.0,5066,31,,,,,5065.0,0.0,2
14549,0,727400,STARFRUIT,5059,23,,,,,5066,23,,,,,5062.5,0.0,7
14550,0,727500,STARFRUIT,5064,1,5060.0,3.0,5059.0,22.0,5066,22,,,,,5065.0,0.0,2
14553,0,727600,STARFRUIT,5059,26,,,,,5066,26,,,,,5062.5,0.0,7
14555,0,727700,STARFRUIT,5065,1,5060.0,3.0,5059.0,30.0,5067,30,,,,,5066.0,0.0,2
14557,0,727800,STARFRUIT,5060,2,5059.0,23.0,,,5066,25,,,,,5063.0,0.0,6
14558,0,727900,STARFRUIT,5064,3,5060.0,21.0,,,5067,21,,,,,5065.5,0.0,3
14561,0,728000,STARFRUIT,5061,29,,,,,5064,4,5066.0,5.0,5067.0,2.0,5062.5,0.0,3
14563,0,728100,STARFRUIT,5066,1,5061.0,24.0,,,5068,24,,,,,5067.0,0.0,2
14565,0,728200,STARFRUIT,5061,24,,,,,5068,24,,,,,5064.5,0.0,7
14566,0,728300,STARFRUIT,5061,23,,,,,5066,2,5068.0,23.0,,,5063.5,0.0,5
14569,0,728400,STARFRUIT,5061,29,,,,,5066,1,5068.0,29.0,,,5063.5,0.0,5
14571,0,728500,STARFRUIT,5061,27,,,,,5068,27,,,,,5064.5,0.0,7
14573,0,728600,STARFRUIT,5061,26,,,,,5068,26,,,,,5064.5,0.0,7
14574,0,728700,STARFRUIT,5061,26,,,,,5062,4,5068.0,26.0,,,5061.5,0.0,1
14577,0,728800,STARFRUIT,5061,1,5060.0,28.0,,,5067,28,,,,,5064.0,0.0,6
14579,0,728900,STARFRUIT,5061,29,,,,,5067,1,5068.0,28.0,,,5064.0,0.0,6
14581,0,729000,STARFRUIT,5061,30,,,,,5068,30,,,,,5064.5,0.0,7
14582,0,729100,STARFRUIT,5061,30,,,,,5067,2,5068.0,28.0,,,5064.0,0.0,6
14585,0,729200,STARFRUIT,5062,8,5061.0,21.0,,,5068,21,,,,,5065.0,0.0,6
14587,0,729300,STARFRUIT,5062,2,5061.0,23.0,,,5068,23,,,,,5065.0,0.0,6
14589,0,729400,STARFRUIT,5061,30,,,,,5066,7,5068.0,30.0,,,5063.5,0.0,5
14590,0,729500,STARFRUIT,5060,25,,,,,5067,25,,,,,5063.5,0.0,7
14593,0,729600,STARFRUIT,5060,21,,,,,5065,8,5067.0,21.0,,,5062.5,0.0,5
14595,0,729700,STARFRUIT,5060,22,,,,,5067,23,,,,,5063.5,0.0,7
14597,0,729800,STARFRUIT,5060,1,5059.0,23.0,,,5066,24,,,,,5063.0,0.0,6
14598,0,729900,STARFRUIT,5059,25,,,,,5066,25,,,,,5062.5,0.0,7
14601,0,730000,STARFRUIT,5064,1,5059.0,31.0,,,5065,1,5066.0,30.0,,,5064.5,0.0,1
14603,0,730100,STARFRUIT,5058,30,,,,,5065,30,,,,,5061.5,0.0,7
14605,0,730200,STARFRUIT,5059,2,5058.0,32.0,,,5065,32,,,,,5062.0,0.0,6
14606,0,730300,STARFRUIT,5063,1,5058.0,27.0,,,5065,27,,,,,5064.0,0.0,2
14609,0,730400,STARFRUIT,5058,32,,,,,5061,3,5064.0,2.0,5065.0,30.0,5059.5,0.0,3
14611,0,730500,STARFRUIT,5058,26,,,,,5065,26,,,,,5061.5,0.0,7
14613,0,730600,STARFRUIT,5057,24,,,,,5064,24,,,,,5060.5,0.0,7
14614,0,730700,STARFRUIT,5059,3,5058.0,22.0,,,5065,22,,,,,5062.0,0.0,6
14617,0,730800,STARFRUIT,5063,1,5058.0,1.0,5057.0,25.0,5064,26,,,,,5063.5,0.0,1
14619,0,730900,STARFRUIT,5061,6,5058.0,25.0,,,5063,6,5065.0,25.0,,,5062.0,0.0,2
14621,0,731000,STARFRUIT,5057,23,,,,,5058,1,5064.0,23.0,,,5057.5,0.0,1
14622,0,731100,STARFRUIT,5058,3,5057.0,25.0,,,5064,25,,,,,5061.0,0.0,6
14625,0,731200,STARFRUIT,5057,26,,,,,5062,1,5064.0,26.0,,,5059.5,0.0,5
14627,0,731300,STARFRUIT,5057,29,,,,,5063,2,5064.0,27.0,,,5060.0,0.0,6
14629,0,731400,STARFRUIT,5057,23,,,,,5064,23,,,,,5060.5,0.0,7
14630,0,731500,STARFRUIT,5056,31,,,,,5063,31,,,,,5059.5,0.0,7
14633,0,731600,STARFRUIT,5056,26,,,,,5063,26,,,,,5059.5,0.0,7
14635,0,731700,STARFRUIT,5061,1,5057.0,2.0,5056.0,24.0,5063,24,,,,,5062.0,0.0,2
14636,0,731800,STARFRUIT,5056,30,,,,,5063,30,,,,,5059.5,0.0,7
14638,0,731900,STARFRUIT,5057,22,,,,,5064,22,,,,,5060.5,0.0,7
14640,0,732000,STARFRUIT,5057,2,5056.0,20.0,,,5061,4,5063.0,22.0,,,5059.0,0.0,4
14643,0,732100,STARFRUIT,5056,29,,,,,5061,4,5063.0,29.0,,,5058.5,0.0,5
14644,0,732200,STARFRUIT,5056,20,,,,,5063,20,,,,,5059.5,0.0,7
14646,0,732300,STARFRUIT,5057,31,,,,,5064,31,,,,,5060.5,0.0,7
14648,0,732400,STARFRUIT,5057,25,,,,,5062,3,5064.0,25.0,,,5059.5,0.0,5
14651,0,732500,STARFRUIT,5058,29,,,,,5065,29,,,,,5061.5,0.0,7
14652,0,732600,STARFRUIT,5058,30,,,,,5065,30,,,,,5061.5,0.0,7
14654,0,732700,STARFRUIT,5058,25,,,,,5065,26,,,,,5061.5,0.0,7
14656,0,732800,STARFRUIT,5059,1,5058.0,24.0,,,5065,25,,,,,5062.0,0.0,6
14659,0,732900,STARFRUIT,5058,21,,,,,5063,7,5065.0,21.0,,,5060.5,0.0,5
14660,0,733000,STARFRUIT,5063,1,5057.0,29.0,,,5064,29,,,,,5063.5,0.0,1
14662,0,733100,STARFRUIT,5058,29,,,,,5063,6,5064.0,1.0,5065.0,28.0,5060.5,0.0,5
14664,0,733200,STARFRUIT,5057,29,,,,,5064,29,,,,,5060.5,0.0,7
14667,0,733300,STARFRUIT,5057,20,,,,,5064,20,,,,,5060.5,0.0,7
14668,0,733400,STARFRUIT,5060,6,5058.0,2.0,5057.0,23.0,5064,23,,,,,5062.0,0.0,4
14670,0,733500,STARFRUIT,5057,25,,,,,5064,25,,,,,5060.5,0.0,7
14672,0,733600,STARFRUIT,5057,22,,,,,5064,22,,,,,5060.5,0.0,7
14675,0,733700,STARFRUIT,5057,26,,,,,5062,8,5064.0,26.0,,,5059.5,0.0,5
14676,0,733800,STARFRUIT,5057,22,,,,,5063,1,5065.0,22.0,,,5060.0,0.0,6
14678,0,733900,STARFRUIT,5058,24,,,,,5065,24,,,,,5061.5,0.0,7
14680,0,734000,STARFRUIT,5060,6,5058.0,2.0,5057.0,30.0,5064,2,5065.0,30.0,,,5062.0,0.0,4
14683,0,734100,STARFRUIT,5057,23,,,,,5064,23,,,,,5060.5,0.0,7
14684,0,734200,STARFRUIT,5057,23,,,,,5062,3,5064.0,23.0,,,5059.5,0.0,5
14687,0,734300,STARFRUIT,5057,30,,,,,5064,30,,,,,5060.5,0.0,7
14689,0,734400,STARFRUIT,5057,21,,,,,5058,2,5064.0,21.0,,,5057.5,0.0,1
14691,0,734500,STARFRUIT,5057,23,,,,,5064,23,,,,,5060.5,0.0,7
14692,0,734600,STARFRUIT,5059,1,5058.0,31.0,,,5065,31,,,,,5062.0,0.0,6
14695,0,734700,STARFRUIT,5058,25,,,,,5063,5,5065.0,25.0,,,5060.5,0.0,5
14697,0,734800,STARFRUIT,5058,20,,,,,5065,20,,,,,5061.5,0.0,7
14699,0,734900,STARFRUIT,5058,27,,,,,5063,1,5065.0,27.0,,,5060.5,0.0,5
14700,0,735000,STARFRUIT,5058,2,5057.0,28.0,,,5064,30,,,,,5061.0,0.0,6
14703,0,735100,STARFRUIT,5057,25,,,,,5064,25,,,,,5060.5,0.0,7
14705,0,735200,STARFRUIT,5063,3,5058.0,22.0,,,5065,22,,,,,5064.0,0.0,2
14707,0,735300,STARFRUIT,5059,30,,,,,5065,2,5066.0,28.0,,,5062.0,0.0,6
14708,0,735400,STARFRUIT,5059,8,5058.0,30.0,,,5065,2,5066.0,30.0,,,5062.0,0.0,6
14711,0,735500,STARFRUIT,5059,24,,,,,5065,1,5066.0,23.0,,,5062.0,0.0,6
14713,0,735600,STARFRUIT,5060,4,5059.0,32.0,,,5065,2,5066.0,30.0,,,5062.5,0.0,5
14715,0,735700,STARFRUIT,5058,25,,,,,5063,2,5065.0,25.0,,,5060.5,0.0,5
14716,0,735800,STARFRUIT,5058,24,,,,,5065,24,,,,,5061.5,0.0,7
14719,0,735900,STARFRUIT,5063,1,5058.0,27.0,,,5065,27,,,,,5064.0,0.0,2
14721,0,736000,STARFRUIT,5059,28,,,,,5065,2,5066.0,26.0,,,5062.0,0.0,6
14723,0,736100,STARFRUIT,5059,1,5058.0,21.0,,,5061,6,5065.0,22.0,,,5060.0,0.0,2
14725,0,736200,STARFRUIT,5058,27,,,,,5065,27,,,,,5061.5,0.0,7
14727,0,736300,STARFRUIT,5058,23,,,,,5065,23,,,,,5061.5,0.0,7
14729,0,736400,STARFRUIT,5060,6,5058.0,1.0,5057.0,22.0,5064,23,,,,,5062.0,0.0,4
14730,0,736500,STARFRUIT,5063,9,5058.0,29.0,,,5065,29,,,,,5064.0,0.0,2
14733,0,736600,STARFRUIT,5058,20,,,,,5066,20,,,,,5062.0,0.0,8
14735,0,736700,STARFRUIT,5059,4,5058.0,30.0,,,5065,30,,,,,5062.0,0.0,6
14737,0,736800,STARFRUIT,5058,29,,,,,5065,29,,,,,5061.5,0.0,7
14738,0,736900,STARFRUIT,5058,24,,,,,5065,24,,,,,5061.5,0.0,7
14741,0,737000,STARFRUIT,5057,29,,,,,5064,29,,,,,5060.5,0.0,7
14743,0,737100,STARFRUIT,5057,26,,,,,5063,1,5064.0,25.0,,,5060.0,0.0,6
14745,0,737200,STARFRUIT,5062,1,5057.0,22.0,,,5064,22,,,,,5063.0,0.0,2
14746,0,737300,STARFRUIT,5057,25,,,,,5064,25,,,,,5060.5,0.0,7
14749,0,737400,STARFRUIT,5058,8,5057.0,21.0,,,5064,21,,,,,5061.0,0.0,6
14751,0,737500,STARFRUIT,5058,29,,,,,5063,3,5064.0,2.0,5065.0,27.0,5060.5,0.0,5
14753,0,737600,STARFRUIT,5058,31,,,,,5065,31,,,,,5061.5,0.0,7
14754,0,737700,STARFRUIT,5058,28,,,,,5065,28,,,,,5061.5,0.0,7
14757,0,737800,STARFRUIT,5063,1,5057.0,31.0,,,5064,31,,,,,5063.5,0.0,1
14759,0,737900,STARFRUIT,5058,7,5057.0,32.0,,,5064,32,,,,,5061.0,0.0,6
14761,0,738000,STARFRUIT,5057,2,5056.0,26.0,,,5063,28,,,,,5060.0,0.0,6
14762,0,738100,STARFRUIT,5056,23,,,,,5063,23,,,,,5059.5,0.0,7
14765,0,738200,STARFRUIT,5056,30,,,,,5063,30,,,,,5059.5,0.0,7
14767,0,738300,STARFRUIT,5056,23,,,,,5057,1,5061.0,8.0,5063.0,23.0,5056.5,0.0,1
14769,0,738400,STARFRUIT,5056,1,5055.0,30.0,,,5061,3,5062.0,1.0,5063.0,30.0,5058.5,0.0,5
14770,0,738500,STARFRUIT,5055,26,,,,,5062,26,,,,,5058.5,0.0,7
14773,0,738600,STARFRUIT,5055,30,,,,,5056,1,5063.0,30.0,,,5055.5,0.0,1
14775,0,738700,STARFRUIT,5057,1,5056.0,24.0,,,5063,25,,,,,5060.0,0.0,6
14777,0,738800,STARFRUIT,5056,27,,,,,5061,1,5063.0,27.0,,,5058.5,0.0,5
14778,0,738900,STARFRUIT,5056,24,,,,,5063,24,,,,,5059.5,0.0,7
14781,0,739000,STARFRUIT,5056,30,,,,,5063,30,,,,,5059.5,0.0,7
14783,0,739100,STARFRUIT,5057,1,5056.0,20.0,,,5063,1,5064.0,20.0,,,5060.0,0.0,6
14785,0,739200,STARFRUIT,5057,2,5056.0,28.0,,,5061,4,5063.0,2.0,5064.0,28.0,5059.0,0.0,4
14786,0,739300,STARFRUIT,5057,1,5056.0,27.0,,,5063,1,5064.0,27.0,,,5060.0,0.0,6
14789,0,739400,STARFRUIT,5058,8,5057.0,23.0,,,5063,2,5064.0,21.0,,,5060.5,0.0,5
14791,0,739500,STARFRUIT,5057,2,5056.0,25.0,,,5061,7,5063.0,27.0,,,5059.0,0.0,4
14793,0,739600,STARFRUIT,5056,23,,,,,5063,23,,,,,5059.5,0.0,7
14794,0,739700,STARFRUIT,5057,30,,,,,5064,30,,,,,5060.5,0.0,7
14797,0,739800,STARFRUIT,5060,3,5057.0,28.0,,,5062,5,5064.0,28.0,,,5061.0,0.0,2
14799,0,739900,STARFRUIT,5057,23,,,,,5064,23,,,,,5060.5,0.0,7
14801,0,740000,STARFRUIT,5062,1,5057.0,2.0,5056.0,30.0,5063,32,,,,,5062.5,0.0,1
14802,0,740100,STARFRUIT,5062,1,5057.0,32.0,,,5063,2,5064.0,30.0,,,5062.5,0.0,1
14805,0,740200,STARFRUIT,5057,1,5056.0,20.0,,,5063,1,5064.0,20.0,,,5060.0,0.0,6
14807,0,740300,STARFRUIT,5062,1,5056.0,30.0,,,5063,30,,,,,5062.5,0.0,1
14809,0,740400,STARFRUIT,5056,27,,,,,5061,2,5063.0,27.0,,,5058.5,0.0,5
14810,0,740500,STARFRUIT,5057,4,5056.0,25.0,,,5063,25,,,,,5060.0,0.0,6
14812,0,740600,STARFRUIT,5056,27,,,,,5057,1,5063.0,27.0,,,5056.5,0.0,1
14815,0,740700,STARFRUIT,5056,28,,,,,5063,28,,,,,5059.5,0.0,7
14816,0,740800,STARFRUIT,5056,22,,,,,5057,4,5062.0,2.0,5063.0,20.0,5056.5,0.0,1
14818,0,740900,STARFRUIT,5056,24,,,,,5062,1,5063.0,23.0,,,5059.0,0.0,6
14820,0,741000,STARFRUIT,5056,22,,,,,5063,22,,,,,5059.5,0.0,7
14823,0,741100,STARFRUIT,5061,1,5056.0,22.0,,,5063,22,,,,,5062.0,0.0,2
14824,0,741200,STARFRUIT,5056,30,,,,,5063,30,,,,,5059.5,0.0,7
14826,0,741300,STARFRUIT,5056,22,,,,,5061,2,5063.0,22.0,,,5058.5,0.0,5
14828,0,741400,STARFRUIT,5056,28,,,,,5063,28,,,,,5059.5,0.0,7
14831,0,741500,STARFRUIT,5056,30,,,,,5061,3,5062.0,2.0,5063.0,28.0,5058.5,0.0,5
14832,0,741600,STARFRUIT,5056,25,,,,,5063,25,,,,,5059.5,0.0,7
14834,0,741700,STARFRUIT,5061,1,5056.0,23.0,,,5063,23,,,,,5062.0,0.0,2
14836,0,741800,STARFRUIT,5056,1,5055.0,26.0,,,5062,1,5063.0,26.0,,,5059.0,0.0,6
14839,0,741900,STARFRUIT,5057,3,5056.0,31.0,,,5063,31,,,,,5060.0,0.0,6
14840,0,742000,STARFRUIT,5057,2,5056.0,29.0,,,5063,29,,,,,5060.0,0.0,6
14842,0,742100,STARFRUIT,5056,22,,,,,5063,22,,,,,5059.5,0.0,7
14844,0,742200,STARFRUIT,5056,24,,,,,5063,24,,,,,5059.5,0.0,7
14847,0,742300,STARFRUIT,5059,3,5057.0,1.0,5056.0,27.0,5063,27,,,,,5061.0,0.0,4
14848,0,742400,STARFRUIT,5056,27,,,,,5063,27,,,,,5059.5,0.0,7
14850,0,742500,STARFRUIT,5057,6,5056.0,24.0,,,5063,2,5064.0,24.0,,,5060.0,0.0,6
14852,0,742600,STARFRUIT,5057,22,,,,,5064,22,,,,,5060.5,0.0,7
14855,0,742700,STARFRUIT,5058,6,5057.0,24.0,,,5064,24,,,,,5061.0,0.0,6
14856,0,742800,STARFRUIT,5058,4,5057.0,31.0,,,5064,31,,,,,5061.0,0.0,6
14858,0,742900,STARFRUIT,5058,5,5057.0,23.0,,,5064,23,,,,,5061.0,0.0,6
14861,0,743000,STARFRUIT,5057,27,,,,,5064,27,,,,,5060.5,0.0,7
14863,0,743100,STARFRUIT,5057,26,,,,,5064,26,,,,,5060.5,0.0,7
14864,0,743200,STARFRUIT,5057,4,5056.0,23.0,,,5063,23,,,,,5060.0,0.0,6
14867,0,743300,STARFRUIT,5062,1,5057.0,8.0,5056.0,32.0,5063,32,,,,,5062.5,0.0,1
14869,0,743400,STARFRUIT,5056,2,5055.0,23.0,,,5058,4,5060.0,6.0,5062.0,25.0,5057.0,0.0,2
14871,0,743500,STARFRUIT,5055,28,,,,,5062,28,,,,,5058.5,0.0,7
14872,0,743600,STARFRUIT,5056,3,5055.0,22.0,,,5061,1,5062.0,21.0,,,5058.5,0.0,5
14875,0,743700,STARFRUIT,5060,1,5056.0,2.0,5055.0,25.0,5062,25,,,,,5061.0,0.0,2
14877,0,743800,STARFRUIT,5055,20,,,,,5060,5,5062.0,20.0,,,5057.5,0.0,5
14879,0,743900,STARFRUIT,5055,22,,,,,5062,22,,,,,5058.5,0.0,7
14880,0,744000,STARFRUIT,5056,2,5055.0,21.0,,,5060,4,5062.0,23.0,,,5058.0,0.0,4
14883,0,744100,STARFRUIT,5056,1,5055.0,26.0,,,5062,1,5063.0,26.0,,,5059.0,0.0,6
14885,0,744200,STARFRUIT,5061,1,5056.0,32.0,,,5063,32,,,,,5062.0,0.0,2
14887,0,744300,STARFRUIT,5056,24,,,,,5063,24,,,,,5059.5,0.0,7
14888,0,744400,STARFRUIT,5057,6,5056.0,28.0,,,5063,28,,,,,5060.0,0.0,6
14891,0,744500,STARFRUIT,5056,22,,,,,5063,22,,,,,5059.5,0.0,7
14893,0,744600,STARFRUIT,5056,30,,,,,5063,30,,,,,5059.5,0.0,7
14895,0,744700,STARFRUIT,5057,26,,,,,5064,26,,,,,5060.5,0.0,7
14896,0,744800,STARFRUIT,5057,27,,,,,5064,27,,,,,5060.5,0.0,7
14899,0,744900,STARFRUIT,5057,1,5056.0,23.0,,,5063,23,,,,,5060.0,0.0,6
14901,0,745000,STARFRUIT,5056,30,,,,,5061,7,5063.0,31.0,,,5058.5,0.0,5
14902,0,745100,STARFRUIT,5059,5,5056.0,23.0,,,5063,23,,,,,5061.0,0.0,4
14905,0,745200,STARFRUIT,5057,32,,,,,5063,2,5064.0,30.0,,,5060.0,0.0,6
14907,0,745300,STARFRUIT,5057,30,,,,,5064,30,,,,,5060.5,0.0,7
14909,0,745400,STARFRUIT,5058,2,5057.0,31.0,,,5064,31,,,,,5061.0,0.0,6
14910,0,745500,STARFRUIT,5057,28,,,,,5064,28,,,,,5060.5,0.0,7
14913,0,745600,STARFRUIT,5057,22,,,,,5064,22,,,,,5060.5,0.0,7
14915,0,745700,STARFRUIT,5057,26,,,,,5064,26,,,,,5060.5,0.0,7
14917,0,745800,STARFRUIT,5062,2,5058.0,5.0,5057.0,29.0,5064,29,,,,,5063.0,0.0,2
14918,0,745900,STARFRUIT,5059,4,5057.0,1.0,5056.0,28.0,5063,29,,,,,5061.0,0.0,4
14921,0,746000,STARFRUIT,5057,25,,,,,5064,25,,,,,5060.5,0.0,7
14923,0,746100,STARFRUIT,5057,2,5056.0,27.0,,,5063,29,,,,,5060.0,0.0,6
14925,0,746200,STARFRUIT,5057,4,5056.0,30.0,,,5063,30,,,,,5060.0,0.0,6
14926,0,746300,STARFRUIT,5056,25,,,,,5057,3,5061.0,5.0,5063.0,25.0,5056.5,0.0,1
14929,0,746400,STARFRUIT,5056,28,,,,,5061,4,5062.0,1.0,5063.0,27.0,5058.5,0.0,5
14931,0,746500,STARFRUIT,5056,25,,,,,5063,25,,,,,5059.5,0.0,7
14933,0,746600,STARFRUIT,5056,28,,,,,5063,28,,,,,5059.5,0.0,7
14934,0,746700,STARFRUIT,5055,26,,,,,5062,26,,,,,5058.5,0.0,7
14937,0,746800,STARFRUIT,5055,21,,,,,5058,3,5062.0,21.0,,,5056.5,0.0,3
14939,0,746900,STARFRUIT,5055,23,,,,,5062,23,,,,,5058.5,0.0,7
14941,0,747000,STARFRUIT,5059,2,5055.0,26.0,,,5062,26,,,,,5060.5,0.0,3
14942,0,747100,STARFRUIT,5055,23,,,,,5062,23,,,,,5058.5,0.0,7
14945,0,747200,STARFRUIT,5060,1,5054.0,24.0,,,5061,24,,,,,5060.5,0.0,1
14947,0,747300,STARFRUIT,5055,1,5054.0,26.0,,,5061,28,,,,,5058.0,0.0,6
14949,0,747400,STARFRUIT,5055,1,5054.0,30.0,,,5058,5,5061.0,1.0,5062.0,30.0,5056.5,0.0,3
14950,0,747500,STARFRUIT,5054,30,,,,,5060,1,5062.0,30.0,,,5057.0,0.0,6
14953,0,747600,STARFRUIT,5058,3,5057.0,4.0,5054.0,23.0,5059,4,5061.0,23.0,,,5058.5,0.0,1
14955,0,747700,STARFRUIT,5055,8,5054.0,27.0,,,5061,27,,,,,5058.0,0.0,6
14957,0,747800,STARFRUIT,5054,24,,,,,5061,24,,,,,5057.5,0.0,7
14958,0,747900,STARFRUIT,5055,26,,,,,5062,26,,,,,5058.5,0.0,7
14961,0,748000,STARFRUIT,5055,24,,,,,5061,1,5062.0,23.0,,,5058.0,0.0,6
14963,0,748100,STARFRUIT,5055,30,,,,,5062,30,,,,,5058.5,0.0,7
14965,0,748200,STARFRUIT,5054,28,,,,,5061,28,,,,,5057.5,0.0,7
14966,0,748300,STARFRUIT,5053,27,,,,,5060,27,,,,,5056.5,0.0,7
